what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846579352
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1440846579381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846585335
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1440846594309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846599311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846602361
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846605613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846609903
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846613190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846623317
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1440846623331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1440846623332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846625450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1440846631886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846633083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1440846633091
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1440846633091
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440846633871
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1440846635165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440846637153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440850556962
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1440850558589
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440850563880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440850565857
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1440850588713
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1440850603223
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1440850603597
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1440850603847
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1440850603909
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1440850604034
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1440850604253
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1440850604331
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1440850604986
